Winner,title_bout,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_BODY_att,B_avg_BODY_landed,B_avg_CLINCH_att,B_avg_CLINCH_landed,B_avg_DISTANCE_att,B_avg_DISTANCE_landed,B_avg_GROUND_att,B_avg_GROUND_landed,B_avg_HEAD_att,B_avg_HEAD_landed,B_avg_KD,B_avg_LEG_att,B_avg_LEG_landed,B_avg_PASS,B_avg_REV,B_avg_SIG_STR_att,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_att,B_avg_TD_landed,B_avg_TD_pct,B_avg_TOTAL_STR_att,B_avg_TOTAL_STR_landed,B_longest_win_streak,B_losses,B_avg_opp_BODY_att,B_avg_opp_BODY_landed,B_avg_opp_CLINCH_att,B_avg_opp_CLINCH_landed,B_avg_opp_DISTANCE_att,B_avg_opp_DISTANCE_landed,B_avg_opp_GROUND_att,B_avg_opp_GROUND_landed,B_avg_opp_HEAD_att,B_avg_opp_HEAD_landed,B_avg_opp_KD,B_avg_opp_LEG_att,B_avg_opp_LEG_landed,B_avg_opp_PASS,B_avg_opp_REV,B_avg_opp_SIG_STR_att,B_avg_opp_SIG_STR_landed,B_avg_opp_SIG_STR_pct,B_avg_opp_SUB_ATT,B_avg_opp_TD_att,B_avg_opp_TD_landed,B_avg_opp_TD_pct,B_avg_opp_TOTAL_STR_att,B_avg_opp_TOTAL_STR_landed,B_total_rounds_fought,B_total_time_fought(seconds),B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_BODY_att,R_avg_BODY_landed,R_avg_CLINCH_att,R_avg_CLINCH_landed,R_avg_DISTANCE_att,R_avg_DISTANCE_landed,R_avg_GROUND_att,R_avg_GROUND_landed,R_avg_HEAD_att,R_avg_HEAD_landed,R_avg_KD,R_avg_LEG_att,R_avg_LEG_landed,R_avg_PASS,R_avg_REV,R_avg_SIG_STR_att,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_att,R_avg_TD_landed,R_avg_TD_pct,R_avg_TOTAL_STR_att,R_avg_TOTAL_STR_landed,R_longest_win_streak,R_losses,R_avg_opp_BODY_att,R_avg_opp_BODY_landed,R_avg_opp_CLINCH_att,R_avg_opp_CLINCH_landed,R_avg_opp_DISTANCE_att,R_avg_opp_DISTANCE_landed,R_avg_opp_GROUND_att,R_avg_opp_GROUND_landed,R_avg_opp_HEAD_att,R_avg_opp_HEAD_landed,R_avg_opp_KD,R_avg_opp_LEG_att,R_avg_opp_LEG_landed,R_avg_opp_PASS,R_avg_opp_REV,R_avg_opp_SIG_STR_att,R_avg_opp_SIG_STR_landed,R_avg_opp_SIG_STR_pct,R_avg_opp_SUB_ATT,R_avg_opp_TD_att,R_avg_opp_TD_landed,R_avg_opp_TD_pct,R_avg_opp_TOTAL_STR_att,R_avg_opp_TOTAL_STR_landed,R_total_rounds_fought,R_total_time_fought(seconds),R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Height_cms,R_Reach_cms,R_Weight_lbs,B_age,R_age,weight_class_Bantamweight,weight_class_Catch Weight,weight_class_Featherweight,weight_class_Flyweight,weight_class_Heavyweight,weight_class_Light Heavyweight,weight_class_Lightweight,weight_class_Middleweight,weight_class_Open Weight,weight_class_Welterweight,weight_class_Women's Bantamweight,weight_class_Women's Featherweight,weight_class_Women's Flyweight,weight_class_Women's Strawweight,B_Stance_Open Stance,B_Stance_Orthodox,B_Stance_Sideways,B_Stance_Southpaw,B_Stance_Switch,R_Stance_Open Stance,R_Stance_Orthodox,R_Stance_Southpaw,R_Stance_Switch
,False,,0.0,1.0,0.0,17.272727272727273,14.181818181818182,13.181818181818182,,,,13.909090909090908,7.454545454545454,,37.27272727272727,,8.545454545454545,,1.0909090909090908,0.09090909090909093,121.1818181818182,,0.4927272727272728,0.6363636363636364,,1.3636363636363635,0.45,,89.0909090909091,,4.0,,10.0,7.0,4.545454545454546,,,4.909090909090909,,78.81818181818181,21.90909090909091,,11.545454545454545,,0.3636363636363637,,,41.09090909090909,0.3700000000000001,0.18181818181818185,6.0,,0.3163636363636364,125.8181818181818,,,869.1818181818181,,,0.0,,1.0,,0.0,7.0,,187.96,,,1.0,0.0,5.294117647058823,,,4.176470588235294,42.1764705882353,13.294117647058822,,4.411764705882354,49.235294117647065,16.294117647058822,,2.235294117647059,1.8235294117647056,,0.17647058823529413,56.764705882352935,,0.4070588235294117,0.2352941176470588,2.5294117647058822,1.2941176470588236,0.4,,32.882352941176464,6.0,,6.470588235294117,4.176470588235294,4.705882352941177,,,,4.647058823529412,2.8823529411764706,50.82352941176471,14.941176470588234,,,3.1764705882352944,,,,22.294117647058826,0.3723529411764706,0.35294117647058826,1.7058823529411764,0.2352941176470588,0.08764705882352941,80.41176470588233,39.647058823529406,,545.0,,,1.0,2.0,5.0,,,,175.26,180.34,170.0,,31.0,,0,0,,0,0,,,0,,,,0,,0,1,0,0,,0,1,,0
Blue,False,3,,1.0,0.0,,4.5,2.0,,,13.5,,3.0,17.0,10.0,0.5,5.0,,,0.0,27.0,18.5,0.645,0.0,0.0,0.0,0.0,27.0,,,,3.0,,,,31.5,10.0,3.0,2.0,31.0,,,1.0,,0.0,0.0,35.0,,,0.0,1.5,0.0,0.0,,,2.0,,0.0,,,0.0,,0.0,0.0,1.0,180.34,195.58,185.0,0.0,1.0,0.0,22.0,13.5,23.5,12.0,175.0,,,,169.5,,,7.5,,0.5,0.0,199.0,56.5,0.255,0.0,1.0,0.0,0.0,201.0,58.5,,1.0,,6.5,8.5,4.5,77.5,32.5,0.0,0.0,,28.5,0.0,2.0,2.0,,0.0,86.0,37.0,0.42,0.5,,0.5,0.165,93.0,,6.0,791.0,,0.0,0.0,1.0,,0.0,0.0,,185.42,190.5,205.0,32.0,,0,0,0,0,0,1,,0,0,,,0,,,0,,,0,1,0,0,1,
Red,False,3,0.0,,,,,11.4,6.8,,,4.4,3.4,66.6,20.0,0.0,,,1.2,0.4,,36.6,,0.8,2.0,0.8,0.398,,76.8,3.0,1.0,5.2,,,4.6,,,5.4,5.2,,28.2,0.0,,8.8,0.4,,80.6,40.6,,0.0,0.8,,0.5,,,12.0,,1.0,0.0,1.0,2.0,0.0,,,4.0,167.64,,125.0,0.0,1.0,,7.666666666666668,,,,31.16666666666667,8.666666666666666,9.5,6.0,36.5,12.0,0.16666666666666666,,,1.6666666666666667,0.0,46.83333333333334,,,,3.333333333333333,1.6666666666666667,0.4083333333333334,71.66666666666667,,1.0,3.0,5.5,4.166666666666667,,3.8333333333333335,24.5,8.833333333333334,10.5,8.833333333333334,32.333333333333336,,,2.333333333333333,2.333333333333333,0.8333333333333334,0.16666666666666666,,21.5,0.5383333333333333,0.5,0.0,,0.0,81.33333333333333,59.83333333333334,12.0,530.8333333333334,1.0,0.0,,1.0,1.0,,,,,167.64,135.0,,,,0,0,0,,0,0,0,0,0,1,0,0,0,0,1,,,0,0,1,0,
,False,3,0.0,,,,,3.5,2.25,,14.0,6.5,3.25,46.0,14.0,0.5,4.0,2.5,0.75,0.5,,,,,0.75,0.25,,60.5,24.75,1.0,,6.75,,,1.0,50.75,19.5,7.75,,51.5,18.75,0.0,2.25,,,0.25,60.5,,0.4475,,4.75,,0.42,,50.75,8.0,505.0,0.0,0.0,1.0,0.0,,0.0,0.0,2.0,165.1,172.72,,0.0,1.0,0.0,1.0,1.0,1.0,1.0,4.0,3.0,6.0,,,7.0,,0.0,0.0,,0.0,11.0,8.0,0.72,2.0,1.0,1.0,1.0,,21.0,,0.0,,,,,,2.0,5.0,,,6.0,0.0,,0.0,0.0,0.0,13.0,,0.53,0.0,,1.0,1.0,23.0,,1.0,,0.0,0.0,0.0,,0.0,1.0,0.0,,,177.8,,,,0,0,0,,,0,0,0,0,0,0,,0,0,0,1,0,0,0,,,,0
Blue,True,3,,1.0,0.0,8.0,,0.0,0.0,24.0,,,14.0,25.0,15.0,0.0,,7.0,,,41.0,23.0,0.56,,,1.0,0.33,201.0,,,,0.0,0.0,,0.0,,,,,,1.0,0.0,1.0,1.0,0.0,0.0,11.0,,,0.0,0.0,,0.0,,13.0,,900.0,1.0,0.0,,1.0,,0.0,0.0,,177.8,180.34,,,,0.0,,5.0,,4.0,67.82352941176471,17.588235294117652,,5.0,74.88235294117645,20.47058823529412,0.35294117647058826,,,1.9411764705882355,,83.6470588235294,,,0.5882352941176471,5.529411764705882,,,100.94117647058823,42.352941176470594,8.0,7.0,,,,4.941176470588236,94.88235294117644,,,1.5882352941176472,90.29411764705885,22.470588235294123,0.35294117647058826,5.764705882352941,4.705882352941177,,0.1176470588235294,,32.35294117647059,0.3152941176470589,,3.3529411764705883,0.5882352941176471,,124.23529411764706,47.941176470588225,48.0,780.1176470588235,2.0,0.0,3.0,,,,0.0,,,177.8,155.0,31.0,,0,,1,0,0,0,,0,,,0,0,0,,0,,0,0,0,,1,,0
,False,3,1.0,0.0,0.0,11.333333333333336,7.666666666666668,20.666666666666668,,,8.666666666666666,,,35.333333333333336,11.0,0.0,,3.0,1.6666666666666667,0.3333333333333333,50.66666666666666,21.66666666666667,0.42,0.3333333333333333,4.666666666666667,2.333333333333333,0.5333333333333333,,,1.0,2.0,11.0,10.0,,,,,4.0,3.0,48.0,23.66666666666667,0.3333333333333333,3.0,3.0,,0.0,62.0,36.66666666666666,,,2.333333333333333,1.0,0.2766666666666667,,,7.0,645.0,,0.0,0.0,1.0,,0.0,0.0,1.0,,,170.0,,0.0,,11.0,,22.0,12.5,,38.5,,0.0,,,0.0,,2.0,,0.0,119.5,51.0,,0.0,3.0,1.0,0.33,146.5,,0.0,2.0,22.0,16.0,19.5,11.5,,57.5,,16.5,,67.5,1.5,3.5,2.0,,,,85.5,,0.0,2.0,,0.5,,,6.0,669.5,0.0,,0.0,0.0,0.0,0.0,0.0,,,177.8,,,,0,,0,,0,0,1,,0,0,0,0,0,0,,1,,0,0,0,,0,
,False,3,,,0.0,,,7.333333333333332,,50.0,23.0,3.6666666666666665,3.0,45.66666666666666,21.33333333333333,,,3.333333333333333,0.6666666666666666,0.3333333333333333,61.0,,0.4466666666666667,,1.6666666666666667,0.6666666666666666,,67.0,37.333333333333336,1.0,2.0,9.333333333333334,,6.666666666666668,4.333333333333333,,20.666666666666668,,8.333333333333334,44.0,,0.0,4.666666666666667,4.333333333333333,2.0,,58.0,,0.5233333333333333,,,2.333333333333333,,110.66666666666669,82.33333333333333,7.0,637.3333333333334,,0.0,,1.0,,,0.0,1.0,,193.04,205.0,2.0,0.0,0.0,23.5,20.5,25.5,18.5,84.5,26.0,10.5,,91.0,25.5,0.0,,,,,120.5,,0.415,,0.0,0.0,,,,0.0,2.0,,,8.0,6.5,65.5,,15.5,12.5,,33.5,0.0,14.5,,1.0,0.0,,,0.655,0.0,8.0,1.5,0.215,117.5,84.5,6.0,900.0,,,0.0,0.0,0.0,0.0,,,,,185.0,28.0,30.0,0,0,0,,,0,0,1,,,0,0,,0,0,,0,0,0,,,0,
Blue,False,3,,,0.0,7.0,7.0,4.0,,12.0,8.0,4.0,,13.0,7.0,1.0,0.0,0.0,2.0,,,14.0,0.7,1.0,1.0,1.0,1.0,37.0,30.0,,1.0,,5.0,4.0,,,12.0,3.0,3.0,18.0,,1.0,,7.0,,,31.0,18.0,0.58,0.0,,,0.0,,20.0,,297.0,0.0,0.0,,,,0.0,,0.0,,190.5,,,1.0,,,,,,,37.0,,,,,,,7.0,5.0,,107.0,61.0,0.57,,,0.0,,203.0,,1.0,0.0,26.0,17.0,,10.0,,37.0,1.0,0.0,83.0,,0.0,9.0,7.0,,0.0,,,0.39,0.0,2.0,0.0,0.0,124.0,52.0,,900.0,,,0.0,0.0,,0.0,0.0,,187.96,,,26.0,,0,0,0,0,0,1,0,,,0,0,0,,0,0,1,,,0,0,1,0,0
,False,,0.0,5.0,,2.125,1.125,,3.375,30.375,,11.5,5.875,40.25,15.25,0.375,,3.25,1.75,0.0,47.125,19.625,0.48,0.375,4.25,,0.15375,,42.125,5.0,1.0,,,3.125,2.125,,10.625,3.375,,22.0,7.0,0.0,4.0,,,0.0,,15.625,0.28,,0.625,0.0,0.0,,29.0,14.0,,,0.0,0.0,,,1.0,,7.0,185.42,195.58,,,,,7.555555555555554,5.111111111111111,9.111111111111107,5.4444444444444455,,43.88888888888889,,4.4444444444444455,114.11111111111113,,,,,,0.0,,53.77777777777778,0.4344444444444444,,,,,141.66666666666666,,5.0,2.0,17.444444444444443,,,4.4444444444444455,113.0,38.333333333333336,1.8888888888888888,,89.22222222222223,,0.2222222222222222,,11.444444444444445,,,,44.22222222222222,0.3777777777777777,,,,0.03555555555555556,129.11111111111111,,22.0,652.3333333333334,1.0,0.0,0.0,,3.0,,,7.0,182.88,185.42,,32.0,25.0,0,0,0,,,0,0,,0,0,0,,0,0,,0,0,,0,0,,,0
,True,,,0.0,0.0,,2.5,,4.5,7.5,1.5,6.0,5.0,16.0,7.0,0.0,,1.5,0.0,0.5,21.0,11.0,0.585,1.0,,,0.0,51.0,37.5,1.0,,3.5,2.5,,6.5,,4.5,,,32.0,,0.5,,,2.5,0.0,35.5,,0.605,0.0,3.5,,0.5,64.0,,4.0,467.0,,0.0,,,0.0,0.0,0.0,1.0,180.34,,,,0.0,0.0,,3.6666666666666665,4.333333333333333,,39.833333333333336,,22.66666666666667,,55.5,24.16666666666667,,5.0,4.333333333333333,,0.0,,32.166666666666664,0.4283333333333333,,,1.1666666666666667,0.2816666666666667,,,2.0,2.0,6.666666666666668,3.8333333333333335,3.0,,29.33333333333333,,9.333333333333334,,30.16666666666667,,,,3.1666666666666665,0.8333333333333334,,,19.166666666666668,0.51,0.3333333333333333,,0.3333333333333333,0.11,53.0,,12.0,,0.0,,0.0,,0.0,,1.0,4.0,180.34,185.42,170.0,30.0,,0,0,0,0,0,,1,0,0,0,0,,0,,0,0,,1,0,0,1,0,0
Blue,False,3,2.0,,0.0,9.166666666666666,6.0,,4.666666666666667,66.83333333333333,,6.166666666666668,4.333333333333333,,18.166666666666668,0.3333333333333333,6.833333333333332,,0.3333333333333333,0.0,,,0.40166666666666667,,3.6666666666666665,1.6666666666666667,0.3616666666666665,92.83333333333331,39.0,2.0,3.0,,4.5,,,45.33333333333334,,5.166666666666667,4.166666666666667,,19.666666666666668,,3.333333333333333,2.833333333333333,,,61.33333333333334,27.0,,0.8333333333333334,2.333333333333333,1.1666666666666667,0.4716666666666667,,34.166666666666664,,534.6666666666666,0.0,0.0,0.0,,2.0,0.0,0.0,,,,185.0,2.0,,0.0,9.636363636363637,,,,,21.272727272727273,11.545454545454545,7.7272727272727275,37.18181818181818,,0.2727272727272727,,,1.4545454545454546,,58.90909090909091,31.0,0.55,0.3636363636363637,1.8181818181818181,,0.3481818181818182,67.0909090909091,38.63636363636363,,,,2.5454545454545454,3.727272727272727,1.8181818181818181,39.27272727272727,,6.181818181818183,,41.72727272727273,14.727272727272727,0.18181818181818185,3.1818181818181817,1.7272727272727273,,0.09090909090909093,49.18181818181818,19.0,,0.6363636363636364,2.363636363636364,0.6363636363636364,,72.72727272727273,40.36363636363637,22.0,,0.0,,1.0,0.0,,2.0,0.0,,185.42,193.04,170.0,29.0,36.0,,,0,,0,0,0,0,0,1,,,,0,,1,0,0,,0,0,1,
Blue,True,3,,0.0,0.0,3.0,0.0,0.0,,,,0.0,0.0,,,,,10.0,0.0,0.0,102.0,,,,1.0,1.0,1.0,,17.0,0.0,1.0,7.0,1.0,,0.0,,,,,238.0,,0.0,,,0.0,0.0,,,0.06,0.0,0.0,0.0,,,,3.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,152.4,,115.0,1.0,0.0,0.0,31.33333333333333,19.33333333333333,17.333333333333332,8.333333333333334,158.33333333333334,64.0,,1.3333333333333333,128.66666666666666,42.0,0.0,,,0.0,0.3333333333333333,177.33333333333337,73.66666666666667,0.43,0.3333333333333333,,0.0,0.0,193.3333333333333,88.33333333333331,,,30.66666666666667,,27.33333333333333,18.0,176.0,64.33333333333333,7.666666666666668,5.666666666666668,152.33333333333334,51.0,,28.0,20.0,,,211.0,,,0.0,,1.0,0.2766666666666667,233.0,105.66666666666669,,900.0,0.0,0.0,0.0,,,0.0,0.0,,157.48000000000005,157.48,115.0,27.0,29.0,0,,,0,,0,0,0,0,,0,0,,1,0,1,,0,,,0,,
Red,True,,,0.0,,9.882352941176473,7.235294117647059,,,85.52941176470588,35.176470588235304,1.4117647058823528,1.0588235294117647,73.05882352941177,,0.05882352941176471,,,0.4117647058823529,0.05882352941176471,96.88235294117644,43.17647058823529,0.4876470588235295,,1.2352941176470589,0.2352941176470588,0.10294117647058824,111.29411764705885,55.29411764705882,4.0,8.0,12.235294117647054,7.0588235294117645,,7.352941176470589,,,4.588235294117646,3.294117647058824,,18.11764705882353,0.05882352941176471,10.705882352941176,,,0.05882352941176471,,34.47058823529412,0.4294117647058824,,4.235294117647058,,,94.05882352941177,46.17647058823529,43.0,,,0.0,2.0,4.0,1.0,,1.0,9.0,187.96,193.04,185.0,0.0,2.0,,,2.0,4.8,,70.4,,,,,33.0,,2.8,,2.2,,91.0,,0.406,0.2,,1.2,0.17600000000000002,109.0,,,,8.4,6.6,7.0,6.0,,,2.2,1.8,,29.8,0.2,2.2,,0.6,,121.6,,0.4400000000000001,0.0,,0.6,0.094,129.8,,,562.4,0.0,,,2.0,1.0,1.0,0.0,,,,,30.0,39.0,,0,0,,0,,0,,0,0,0,,0,0,,,,,0,0,0,1,
,False,3,1.0,0.0,0.0,13.5,10.666666666666666,,,93.16666666666669,33.166666666666664,5.333333333333333,,83.16666666666667,22.66666666666667,,,7.5,2.6666666666666665,,105.66666666666669,40.833333333333336,0.4033333333333333,0.8333333333333334,1.1666666666666667,0.5,0.1,131.33333333333334,63.5,1.0,,17.666666666666668,12.833333333333336,,,108.0,,7.833333333333332,,,,,,,0.6666666666666666,0.0,126.16666666666669,,0.4283333333333333,,2.833333333333333,,,145.16666666666666,,16.0,767.1666666666665,0.0,0.0,0.0,,1.0,1.0,,,,185.42,,0.0,,0.0,,1.5,,,15.0,7.0,15.5,10.0,30.5,16.5,1.0,1.0,0.5,1.5,,,18.5,0.56,,,,0.165,55.0,38.0,1.0,1.0,,3.0,2.0,,17.5,10.5,,9.0,28.5,17.0,,1.0,,5.0,0.0,,,,1.0,3.5,,0.355,87.0,67.0,4.0,523.5,0.0,,0.0,,,0.0,0.0,1.0,177.8,172.72,,32.0,31.0,0,0,0,0,0,0,,0,0,,0,,,0,0,,0,,,,1,,0
,False,,1.0,,0.0,1.0,0.0,0.0,0.0,10.0,,13.0,10.0,16.0,10.0,0.0,6.0,6.0,,,23.0,,,0.0,0.0,0.0,,,40.0,0.0,1.0,,2.0,0.0,,7.0,,27.0,,,17.0,1.0,0.0,,,0.0,34.0,,0.55,,,,,107.0,78.0,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.5,190.5,170.0,,,0.0,,9.4,19.8,13.8,74.4,,15.2,12.6,,,0.6,12.6,10.6,0.4,0.0,109.4,55.8,0.506,0.0,,1.2,0.17600000000000002,152.8,95.4,1.0,3.0,8.0,,8.6,,59.0,20.2,3.6,2.6,,17.4,0.0,,,1.0,,,27.2,,0.6,,1.8,,97.0,,13.0,747.8,0.0,,,,,,0.0,,,,,29.0,27.0,,0,,,0,0,,0,0,1,0,,0,,0,,0,0,1,,1,0,0
Red,False,,1.0,0.0,0.0,,,4.333333333333333,2.333333333333333,,12.0,6.0,,,,,1.0,,1.0,,,20.0,,0.6666666666666666,1.0,0.6666666666666666,,68.33333333333333,,,2.0,,19.0,3.333333333333333,2.6666666666666665,70.0,28.33333333333333,37.0,26.0,,,0.0,5.333333333333333,4.333333333333333,8.333333333333334,0.3333333333333333,,57.0,0.5199999999999999,0.6666666666666666,4.0,2.6666666666666665,0.54,145.33333333333334,,8.0,789.3333333333335,0.0,,0.0,0.0,,0.0,0.0,,165.1,,,,0.0,0.0,,,1.6666666666666667,1.0,21.0,,,4.666666666666667,,9.333333333333334,,3.6666666666666665,3.0,,,28.66666666666667,,,1.0,0.3333333333333333,,0.0,36.333333333333336,18.33333333333333,2.0,1.0,3.6666666666666665,3.0,,1.0,14.333333333333336,3.6666666666666665,,28.0,52.33333333333334,29.66666666666667,0.0,0.0,,2.333333333333333,1.0,,,0.3933333333333333,2.333333333333333,3.333333333333333,1.3333333333333333,,82.0,55.66666666666666,4.0,,0.0,0.0,,,,1.0,,2.0,165.1,165.1,,26.0,28.0,0,0,0,1,,0,0,0,,0,0,,0,0,0,1,0,,0,0,0,0,
Blue,True,3,,1.0,,7.5,5.5,,2.0,117.5,,12.5,11.5,110.0,,0.0,,,,,133.5,52.0,0.495,,,0.5,,153.0,69.5,,1.0,,,1.5,0.0,53.5,22.5,14.0,12.0,61.0,28.5,0.0,,,3.0,,69.0,34.5,0.57,,9.0,,0.575,111.5,73.0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,177.8,180.34,,0.0,1.0,0.0,8.4,5.6,,8.6,59.6,19.8,4.6,,,24.0,,5.4,1.6,0.2,,80.6,31.2,0.4400000000000001,0.2,0.6,0.2,0.066,113.2,58.4,,2.0,10.4,,11.2,,,,2.2,1.8,77.2,35.8,0.0,3.0,2.4,0.8,,90.6,44.2,,0.6,6.2,1.4,0.16999999999999998,,,10.0,530.2,,,0.0,,2.0,1.0,0.0,,182.88,190.5,155.0,24.0,26.0,,0,1,0,0,0,,0,0,0,0,,0,0,0,1,0,0,0,,0,,1
,False,,1.0,0.0,,11.666666666666664,7.0,4.0,3.0,,27.0,4.666666666666667,,,18.0,,11.333333333333336,,1.0,,,,,0.3333333333333333,2.333333333333333,1.3333333333333333,0.5533333333333333,,61.66666666666666,,1.0,9.666666666666666,6.0,,3.6666666666666665,,,0.6666666666666666,,42.333333333333336,,,,,0.3333333333333333,,,,0.38333333333333336,0.0,1.6666666666666667,0.6666666666666666,0.4166666666666667,77.66666666666667,32.333333333333336,8.0,799.6666666666665,,,0.0,,1.0,,0.0,2.0,162.56,162.56,145.0,1.0,0.0,0.0,12.666666666666664,,4.333333333333333,3.333333333333333,33.666666666666664,,18.666666666666668,10.666666666666666,43.33333333333334,15.333333333333336,,,0.6666666666666666,2.6666666666666665,,56.66666666666666,24.33333333333333,0.43333333333333335,1.3333333333333333,2.333333333333333,0.6666666666666666,0.38666666666666666,61.0,28.0,,2.0,8.666666666666666,6.333333333333332,11.666666666666664,,34.333333333333336,16.0,20.666666666666668,14.666666666666664,50.33333333333334,26.33333333333333,,,6.333333333333332,,0.6666666666666666,66.66666666666667,,0.5466666666666667,,5.333333333333333,1.0,0.19666666666666668,,83.0,8.0,745.0,,,0.0,0.0,0.0,1.0,0.0,,172.72,177.8,135.0,34.0,23.0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,0,,
Red,False,5,0.0,1.0,0.0,,,7.333333333333332,4.333333333333333,,19.444444444444443,7.333333333333332,5.111111111111111,,21.555555555555557,,1.6666666666666667,1.5555555555555556,0.2222222222222222,0.3333333333333333,82.66666666666667,,0.3266666666666667,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.1111111111111111,,37.888888888888886,2.0,4.0,7.333333333333332,,6.777777777777778,3.2222222222222223,,15.444444444444445,7.0,4.5555555555555545,48.0,,0.1111111111111111,4.777777777777779,3.333333333333333,,0.2222222222222222,,23.222222222222214,0.38222222222222224,0.3333333333333333,,,0.16666666666666666,76.1111111111111,,,571.8888888888888,0.0,,,,3.0,0.0,0.0,5.0,,,205.0,0.0,,0.0,4.894736842105263,,4.7368421052631575,3.1052631578947367,,14.157894736842106,12.26315789473684,,,,0.3684210526315789,5.2105263157894735,,,0.0,,25.842105263157894,0.37157894736842106,0.2631578947368421,5.2105263157894735,,0.2568421052631579,87.10526315789473,46.78947368421053,5.0,5.0,,3.526315789473684,,,47.0,11.31578947368421,2.631578947368421,1.8947368421052635,43.31578947368421,9.263157894736842,0.21052631578947367,3.1052631578947367,,,,,14.842105263157894,,,,0.3157894736842105,0.13157894736842105,58.78947368421053,21.05263157894737,,,1.0,0.0,,8.0,,1.0,,14.0,187.96,187.96,,,,0,0,0,0,0,1,,0,0,0,0,0,,0,0,0,0,,0,,1,0,0
,False,3,,,,13.0,7.0,13.0,3.0,216.0,,3.0,1.0,166.0,35.0,,,,0.0,0.0,,79.0,,0.0,1.0,0.0,0.0,234.0,81.0,0.0,,,3.0,10.0,4.0,147.0,52.0,10.0,,,43.0,0.0,20.0,,0.0,,167.0,61.0,0.36,,3.0,1.0,0.33,174.0,,,,0.0,0.0,,0.0,,,0.0,0.0,175.26,,135.0,1.0,,,,8.0,10.2,,74.2,35.4,0.0,,68.0,,0.4,6.4,5.4,0.0,0.0,,41.8,0.454,,0.0,,0.0,85.4,42.8,,1.0,,2.6,,2.2,84.0,28.4,0.6,0.4,,,0.4,,,,0.0,87.8,31.0,,0.0,3.6,,,89.2,,8.0,384.8,0.0,,0.0,,3.0,0.0,0.0,4.0,170.18,,135.0,,25.0,1,0,,,0,,,,0,0,0,0,,,0,1,0,0,0,0,0,1,0
Red,False,3,0.0,2.0,0.0,7.75,3.25,,7.0,74.25,,,9.0,80.25,33.5,0.0,7.75,7.0,1.0,0.25,,43.75,0.55,,0.5,,0.25,115.5,61.5,,2.0,,7.75,,8.25,64.25,30.75,6.75,,61.75,26.5,0.25,9.5,8.25,0.75,,85.75,,0.42,,,1.0,,,,,,,,0.0,0.0,1.0,1.0,0.0,,170.18,,115.0,,0.0,0.0,,,13.75,,131.0,,,9.5,,54.75,0.25,,,3.75,0.0,158.0,67.75,0.415,0.75,9.75,5.0,0.64,196.5,103.25,1.0,2.0,21.5,17.25,,13.25,175.25,63.75,2.25,1.25,,47.0,0.25,,,,0.0,,78.25,0.35,0.0,,0.25,0.125,216.25,,14.0,1050.0,1.0,0.0,0.0,,0.0,0.0,0.0,2.0,162.56,,115.0,29.0,27.0,,0,0,0,,0,0,0,0,0,,,,1,,1,,,0,0,1,0,0
Blue,False,,0.0,,0.0,,9.333333333333334,,,53.66666666666666,16.333333333333332,6.0,4.5,56.0,18.166666666666668,,7.5,7.0,1.5,,,,0.47,0.0,,1.0,0.31833333333333336,121.0,77.0,,1.0,8.333333333333334,,,4.5,40.66666666666666,,,0.8333333333333334,33.5,8.833333333333334,0.0,,,1.3333333333333333,,47.33333333333334,,,,6.333333333333332,0.6666666666666666,,,34.5,,709.6666666666665,0.0,0.0,1.0,3.0,1.0,,0.0,5.0,185.42,195.58,185.0,,,,3.5625,1.9375,,3.0625,49.125,,,7.1875,56.75,19.5625,0.25,4.625,,3.6875,0.0,64.9375,25.5625,0.408125,,6.3125,1.875,,82.5,,5.0,5.0,6.0625,,6.125,,65.8125,27.4375,,,61.0,22.125,0.125,,9.1875,0.25,0.0625,77.25,,0.425,0.1875,0.5,,,,,,718.9375,1.0,0.0,,3.0,,5.0,0.0,11.0,,,185.0,,35.0,,0,0,0,0,,0,1,0,0,0,,0,0,0,,0,1,0,0,,,0
